pair,qx,qy,model_improve,actual_improve
408,1,0,5.494279321283102e-06,9.48159140534699e-06
232,1,1,1.1932716006413102e-05,9.354203939437866e-06
127,4,-2,1.0696938261389732e-05,8.71904194355011e-06
482,-1,0,8.95498669706285e-06,8.497183443978429e-06
490,2,-1,7.654394721612334e-06,8.465023711323738e-06
397,1,0,7.89090699981898e-06,8.140617865137756e-06
467,0,-1,1.3414351997198537e-05,8.087677997536957e-06
531,3,-1,1.0786607163026929e-05,8.08096956461668e-06
303,2,-1,1.1389958672225475e-05,7.996713975444436e-06
109,1,0,7.554655894637108e-06,7.764785550534725e-06
139,1,-1,1.8409104086458683e-05,7.754075340926647e-06
599,1,0,1.1761872883653268e-05,7.621729309903458e-06
224,-6,0,1.4537814422510564e-05,7.4706258601509035e-06
218,-1,-2,3.305514474050142e-05,7.4446870712563396e-06
322,2,0,1.1587137123569846e-05,7.322290912270546e-06
66,-2,-2,2.5660032406449318e-05,7.074442692101002e-06
487,-1,1,2.0865467377007008e-05,6.968533853068948e-06
357,-25,5,1.5909128705970943e-05,6.832735380157828e-06
124,-3,0,3.635208122432232e-05,6.8106455728411674e-06
497,-4,-1,2.248934470117092e-05,6.75377668812871e-06
387,0,2,2.087757457047701e-05,6.595684681087732e-06
341,4,1,4.545989213511348e-06,6.409405614249408e-06
285,-1,0,5.6406715884804726e-06,6.383052095770836e-06
567,2,-1,5.504000000655651e-06,6.379515980370343e-06
528,4,2,4.217785317450762e-06,6.304151611402631e-06
527,0,-1,8.028204319998622e-06,6.220972863957286e-06
324,-1,0,7.805181667208672e-06,5.956680979579687e-06
409,4,-1,1.2333650374785066e-05,5.716719897463918e-06
79,-2,-1,7.390906102955341e-05,5.703826900571585e-06
461,1,-1,2.9790971893817186e-06,5.443078407552093e-06
204,3,-1,1.637614332139492e-05,5.400623194873333e-06
194,0,-1,1.207343302667141e-06,5.144218448549509e-06
77,1,1,2.774555468931794e-06,5.0178205128759146e-06
5,-2,1,2.8134818421676755e-06,4.960389560437761e-06
517,1,-2,9.637180482968688e-06,4.831323167309165e-06
277,7,1,7.83577561378479e-05,4.827277734875679e-06
539,4,0,6.363494321703911e-06,4.826870281249285e-06
333,-26,0,0.0002926638117060065,4.69601945951581e-06
290,3,2,3.820989513769746e-05,4.255562089383602e-06
166,0,-1,1.1029653251171112e-05,4.232395440340042e-06
495,0,-1,5.068490281701088e-06,4.194356733933091e-06
122,1,0,1.4191784430295229e-05,4.001776687800884e-06
32,-8,6,7.053230365272611e-05,3.7995341699570417e-06
206,0,-1,1.7549609765410423e-06,3.5819830372929573e-06
382,1,0,4.2320170905441046e-06,3.4798868000507355e-06
219,19,-2,1.0608935554046184e-05,3.2201933208853006e-06
465,0,-1,5.454363417811692e-06,3.144319634884596e-06
31,-3,2,9.195023176289396e-05,3.1401432352140546e-06
520,0,1,2.9330840334296227e-06,3.1249946914613247e-06
105,1,1,1.561315730214119e-05,2.9318034648895264e-06
555,1,0,5.899753887206316e-06,2.903339918702841e-06
464,0,1,6.374655640684068e-06,2.8591312002390623e-06
138,-1,0,6.278860382735729e-06,2.755899913609028e-06
448,1,0,2.785964170470834e-07,2.676009899005294e-06
200,2,2,1.5555298887193203e-05,2.6744091883301735e-06
438,1,2,6.552116246894002e-06,2.546468749642372e-06
565,1,2,1.4424222172237933e-06,2.464908902766183e-06
365,1,2,3.6043711588717997e-06,2.1301893866620958e-06
352,-3,0,1.0115996701642871e-05,1.976208295673132e-06
281,1,1,2.5906250812113285e-05,1.9143044482916594e-06
332,3,2,1.3617391232401133e-06,1.861335476860404e-06
479,3,1,5.689318641088903e-06,1.853921276051551e-06
407,0,-1,1.5844489098526537e-06,1.8254504539072514e-06
298,0,-1,2.1004379959776998e-06,1.7480342648923397e-06
375,2,1,4.708199412561953e-07,1.2557884474517778e-06
349,3,1,3.374472726136446e-06,1.134001649916172e-06
320,0,-1,7.961061783134937e-07,1.0387739166617393e-06
172,1,0,5.202856846153736e-05,1.0294606909155846e-06
588,0,-1,1.8199989426648244e-06,9.513805707683787e-07
483,-1,1,1.4418037608265877e-06,9.012292139232159e-07
19,3,-1,3.150591510348022e-06,9.009745554067194e-07
111,-1,0,1.349195372313261e-06,6.549526005983353e-07
162,1,1,7.022463250905275e-06,6.126938387751579e-07
468,4,2,1.0772011592052877e-05,5.897163646295667e-07
