pair,base_mse,best_mse,improve,dx,dy,qx,qy
201,0.0008772361325100064,0.0008503624121658504,2.6873720344156027e-05,0.0,-0.1,0,-1
84,0.0010959100909531116,0.001069318619556725,2.6591471396386623e-05,-0.3,0.0,-3,0
151,0.0010291551006957889,0.001003081677481532,2.6073423214256763e-05,0.0,-0.2,0,-2
173,0.0007912368746474385,0.0007654951186850667,2.5741755962371826e-05,0.1,0.1,1,1
134,0.0019059879705309868,0.0018802512204274535,2.5736750103533268e-05,0.0,0.2,0,2
72,0.0004961428930982947,0.0004706665058620274,2.5476387236267328e-05,-0.4,-0.1,-4,-1
434,0.0009843565057963133,0.0009589318069629371,2.542469883337617e-05,0.4,-0.2,4,-2
105,0.0021232273429632187,0.002098101656883955,2.5125686079263687e-05,0.2,-0.1,2,-1
315,0.00044721871381625533,0.00042228843085467815,2.4930282961577177e-05,0.4,-0.2,4,-2
73,0.0009000419522635639,0.0008753293077461421,2.4712644517421722e-05,0.0,0.2,0,2
183,0.0011315299198031425,0.0011068374151363969,2.4692504666745663e-05,0.2,-0.2,2,-2
412,0.00042299932101741433,0.0003985479415860027,2.4451379431411624e-05,0.2,0.0,2,0
82,0.0004850041586905718,0.00046067102812230587,2.4333130568265915e-05,1.5,-0.5,15,-5
97,0.001555456779897213,0.0015312798786908388,2.417690120637417e-05,0.1,0.0,1,0
437,0.00047384979552589357,0.00045050185872241855,2.3347936803475022e-05,0.6,-0.1,6,-1
301,0.0004191386979073286,0.0003961455076932907,2.2993190214037895e-05,0.4,0.1,4,1
500,0.0011576630640774965,0.0011354030575603247,2.226000651717186e-05,-0.1,-0.1,-1,-1
295,0.0005643395707011223,0.0005422409740276635,2.2098596673458815e-05,-0.2,0.0,-2,0
101,0.0018170274561271071,0.0017949611647054553,2.206629142165184e-05,0.0,0.0,0,0
195,0.0009639720665290952,0.0009421511786058545,2.182088792324066e-05,0.3,-0.7,3,-7
145,0.0007136286585591733,0.0006920273299328983,2.1601328626275063e-05,-0.3,-0.3,-3,-3
497,0.0008177818963304162,0.0007968345889821649,2.0947307348251343e-05,-0.2,0.1,-2,1
487,0.00046258277143351734,0.0004418284515850246,2.075431984849274e-05,-0.1,0.1,-1,1
308,0.0004817250883206725,0.0004617598024196923,1.9965285900980234e-05,0.2,0.1,2,1
543,0.0005301995552144945,0.0005102819995954633,1.991755561903119e-05,-0.4,0.2,-4,2
121,0.001529472297988832,0.0015096860006451607,1.9786297343671322e-05,0.1,0.1,1,1
175,0.0008105288143269718,0.0007910227286629379,1.950608566403389e-05,-0.2,0.0,-2,0
140,0.0004549739824142307,0.00043612037552520633,1.8853606889024377e-05,0.1,-0.1,1,-1
422,0.0008617377607151866,0.0008431221358478069,1.8615624867379665e-05,0.1,-0.1,1,-1
124,0.0008605173788964748,0.000842107692733407,1.8409686163067818e-05,-0.3,0.0,-3,0
427,0.0005315060843713582,0.0005131757934577763,1.8330290913581848e-05,0.1,0.0,1,0
161,0.0007294570095837116,0.0007116867927834392,1.7770216800272465e-05,0.0,-0.1,0,-1
130,0.0025116517208516598,0.0024944739416241646,1.7177779227495193e-05,-0.1,0.1,-1,1
280,0.00041069689905270934,0.0003936667344532907,1.703016459941864e-05,-0.3,-0.1,-3,-1
404,0.0006920824525877833,0.0006755918147973716,1.649063779041171e-05,0.2,-0.1,2,-1
204,0.000813710386864841,0.000797427142970264,1.6283243894577026e-05,0.3,-0.1,3,-1
174,0.0006544999778270721,0.000638302939478308,1.619703834876418e-05,-0.4,0.2,-4,2
196,0.0016083664959296584,0.0015926584601402283,1.570803578943014e-05,0.0,0.2,0,2
450,0.00045309384586289525,0.0004374273121356964,1.566653372719884e-05,0.2,0.0,2,0
200,0.0013501213397830725,0.0013345028273761272,1.561851240694523e-05,0.2,0.2,2,2
547,0.0004921012441627681,0.00047659914707764983,1.5502097085118294e-05,-2.8,0.1,-28,1
62,0.0010566069977357984,0.0010412409901618958,1.5366007573902607e-05,-0.1,0.0,-1,0
542,0.0004688781627919525,0.0004537030472420156,1.517511554993689e-05,-0.3,0.0,-3,0
150,0.002244515810161829,0.0022296688985079527,1.4846911653876305e-05,-0.1,-0.1,-1,-1
305,0.000656306860037148,0.0006417661788873374,1.4540681149810553e-05,0.2,-0.1,2,-1
122,0.0009904587641358376,0.000976035138592124,1.442362554371357e-05,0.1,0.0,1,0
79,0.0005208081565797329,0.0005067538004368544,1.4054356142878532e-05,-0.3,-0.1,-3,-1
146,0.0006521231844089925,0.0006384755834005773,1.3647601008415222e-05,0.3,-0.1,3,-1
508,0.00041332090040668845,0.0004005888185929507,1.273208181373775e-05,0.3,0.1,3,1
119,0.00158142508007586,0.0015688854036852717,1.2539676390588284e-05,0.1,0.1,1,1
203,0.00126713328063488,0.0012546858051791787,1.2447475455701351e-05,-0.3,-0.1,-3,-1
177,0.0015616046730428934,0.001549190259538591,1.2414413504302502e-05,0.1,-0.1,1,-1
129,0.001328113954514265,0.0013159028021618724,1.2211152352392673e-05,0.1,-0.1,1,-1
157,0.001023738062940538,0.0010115677723661065,1.217029057443142e-05,0.1,0.1,1,1
116,0.0008340439526364207,0.0008220570161938667,1.1986936442553997e-05,0.1,0.1,1,1
530,0.00044540181988850236,0.0004341558087617159,1.124601112678647e-05,-0.1,-0.2,-1,-2
551,0.0005630033556371927,0.0005520531558431685,1.0950199794024229e-05,0.5,0.0,5,0
139,0.0014691383112221956,0.0014582376461476088,1.0900665074586868e-05,0.1,-0.1,1,-1
187,0.0012685114052146673,0.0012577357701957226,1.077563501894474e-05,0.0,0.1,0,1
66,0.0009043627651408315,0.0008936716476455331,1.0691117495298386e-05,-0.2,-0.2,-2,-2
182,0.0007621207041665912,0.0007516289479099214,1.049175625666976e-05,-0.1,0.1,-1,1
127,0.0015044285682961345,0.0014941286062821746,1.0299962013959885e-05,0.4,-0.2,4,-2
283,0.0005093616782687604,0.0004997999058105052,9.561772458255291e-06,0.3,-0.1,3,-1
517,0.00044916823389939964,0.0004396798030938953,9.488430805504322e-06,0.1,-0.2,1,-2
292,0.0005166488117538393,0.000507350719999522,9.298091754317284e-06,0.0,0.2,0,2
128,0.002383329439908266,0.0023742057383060455,9.123701602220535e-06,0.1,0.1,1,1
501,0.0004450436681509018,0.0004363889747764915,8.654693374410272e-06,0.3,0.0,3,0
418,0.0008542199502699077,0.0008456901414319873,8.529808837920427e-06,0.1,0.1,1,1
289,0.0008935417863540351,0.0008852574974298477,8.284288924187422e-06,0.1,0.0,1,0
539,0.000495739106554538,0.0004876558668911457,8.083239663392305e-06,0.4,0.0,4,0
160,0.000923844869248569,0.0009157799067907035,8.064962457865477e-06,0.0,-0.1,0,-1
109,0.0007129599107429385,0.0007049256819300354,8.034228812903166e-06,0.1,0.0,1,0
381,0.0005096569075249135,0.0005016277427785099,8.029164746403694e-06,0.1,0.1,1,1
406,0.0009265089174732566,0.000919046753551811,7.462163921445608e-06,0.1,0.2,1,2
163,0.0008190851076506078,0.0008116492535918951,7.435854058712721e-06,-0.4,0.1,-4,1
286,0.0004801654431503266,0.00047274871030822396,7.416732842102647e-06,-0.4,-0.2,-4,-2
526,0.0005008263397030532,0.0004935769829899073,7.249356713145971e-06,0.3,-0.1,3,-1
143,0.0011433844920247793,0.001136384322308004,7.000169716775417e-06,0.1,0.0,1,0
162,0.0004705442697741091,0.0004636805970221758,6.863672751933336e-06,0.1,0.1,1,1
445,0.0007606602157466114,0.0007538115605711937,6.848655175417662e-06,0.2,-0.1,2,-1
492,0.0006502153701148927,0.0006433965172618628,6.818852853029966e-06,0.1,-0.1,1,-1
77,0.000478393048979342,0.0004720386350527406,6.35441392660141e-06,0.0,-0.2,0,-2
95,0.0008988121408037841,0.0008924646535888314,6.347487214952707e-06,0.0,-0.1,0,-1
408,0.00044610194163396955,0.0004403801867738366,5.721754860132933e-06,0.1,0.0,1,0
167,0.0008208236540667713,0.0008156492840498686,5.174370016902685e-06,0.1,0.1,1,1
206,0.001154629746451974,0.0011497258674353361,4.903879016637802e-06,0.0,-0.1,0,-1
166,0.001661139540374279,0.0016562684904783964,4.8710498958826065e-06,0.0,-0.1,0,-1
78,0.0010144544066861272,0.0010097050108015537,4.74939588457346e-06,0.0,-0.2,0,-2
443,0.0004924819804728031,0.00048786611296236515,4.615867510437965e-06,0.1,0.0,1,0
171,0.0015691190492361784,0.0015645332168787718,4.585832357406616e-06,0.3,0.2,3,2
410,0.0005598502466455102,0.0005554496310651302,4.400615580379963e-06,0.1,0.0,1,0
136,0.0022926474921405315,0.0022884258069097996,4.221685230731964e-06,0.1,0.0,1,0
179,0.0012761688558384776,0.0012720645172521472,4.104338586330414e-06,-0.1,0.0,-1,0
81,0.00043993041617795825,0.000435880443546921,4.049972631037235e-06,-0.3,0.0,-3,0
181,0.0011628252686932683,0.0011589722707867622,3.8529979065060616e-06,0.2,-0.1,2,-1
546,0.0005283227656036615,0.0005244734929874539,3.8492726162076e-06,0.4,0.1,4,1
192,0.0016224996652454138,0.0016189562156796455,3.543449565768242e-06,0.0,-0.1,0,-1
178,0.0006414492963813245,0.0006379209225997329,3.528373781591654e-06,0.1,0.0,1,0
111,0.0007819426245987415,0.0007785026682540774,3.439956344664097e-06,-0.1,0.0,-1,0
423,0.001455414341762662,0.0014521153643727303,3.2989773899316788e-06,0.0,0.1,0,1
69,0.0024625957012176514,0.0024594441056251526,3.1515955924987793e-06,0.1,-0.1,1,-1
439,0.0008087688474915922,0.0008056875085458159,3.081338945776224e-06,0.0,-0.2,0,-2
545,0.0004890674026682973,0.0004861376655753702,2.9297370929270983e-06,-0.2,-0.2,-2,-2
159,0.0018540739547461271,0.0018517861608415842,2.287793904542923e-06,0.1,-0.1,1,-1
170,0.0010129816364496946,0.0010108686983585358,2.112938091158867e-06,0.1,0.1,1,1
126,0.0013694940134882927,0.0013674519723281264,2.0420411601662636e-06,0.0,0.2,0,2
154,0.0005970817874185741,0.0005952242645435035,1.857522875070572e-06,0.1,0.2,1,2
441,0.0010507625993341208,0.001049097627401352,1.6649719327688217e-06,-0.1,0.0,-1,0
520,0.00046551585546694696,0.00046385114546865225,1.6647099982947111e-06,0.2,-0.1,2,-1
194,0.0009770930046215653,0.000975484901573509,1.608103048056364e-06,0.0,-0.1,0,-1
176,0.0005081288982182741,0.0005065688164904714,1.5600817278027534e-06,0.0,0.0,0,0
138,0.0018973577534779906,0.0018967210780829191,6.366753950715065e-07,-0.1,0.0,-1,0
147,0.0012895730324089527,0.0012889790814369917,5.939509719610214e-07,0.1,-0.1,1,-1
70,0.0013376825954765081,0.0013371126260608435,5.699694156646729e-07,0.1,0.0,1,0
294,0.0005541635910049081,0.0005536052631214261,5.583278834819794e-07,0.0,0.0,0,0
541,0.0005108127370476723,0.0005103004514239728,5.122856236994267e-07,-0.2,0.2,-2,2
411,0.0004944165120832622,0.0004939180798828602,4.984322004020214e-07,0.0,0.0,0,0
184,0.0011168391210958362,0.0011164098978042603,4.2922329157590866e-07,0.0,0.0,0,0
135,0.0015613784780725837,0.0015609972178936005,3.812601789832115e-07,0.0,0.0,0,0
548,0.000671497022267431,0.0006711186142638326,3.784080035984516e-07,0.0,0.0,0,0
198,0.0019298759289085865,0.0019295171368867159,3.587920218706131e-07,0.0,0.0,0,0
310,0.0010822147596627474,0.0010818572482094169,3.575114533305168e-07,0.0,0.0,0,0
421,0.0008883819682523608,0.0008880571695044637,3.2479874789714813e-07,0.0,0.0,0,0
64,0.0018544190097600222,0.0018541188910603523,3.0011869966983795e-07,0.0,0.0,0,0
433,0.0007541737868450582,0.0007538882782682776,2.8550857678055763e-07,0.0,0.0,0,0
132,0.0012379863765090704,0.0012377058155834675,2.805609256029129e-07,0.0,0.0,0,0
207,0.00044529346632771194,0.0004451016429811716,1.9182334654033184e-07,0.0,0.0,0,0
90,0.0010776526760309935,0.001077467342838645,1.8533319234848022e-07,0.0,0.0,0,0
63,0.0009944429621100426,0.000994257628917694,1.8533319234848022e-07,0.0,0.0,0,0
368,0.00045369600411504507,0.0004535182088147849,1.777953002601862e-07,0.0,0.0,0,0
199,0.0007609594031237066,0.0007607938023284078,1.6560079529881477e-07,0.0,0.0,0,0
451,0.0004784078919328749,0.0004782471223734319,1.6076955944299698e-07,0.0,0.0,0,0
490,0.0004257718683220446,0.00042563697206787765,1.3489625416696072e-07,0.0,0.0,0,0
188,0.0008131038630381227,0.0008129775524139404,1.2631062418222427e-07,0.0,0.0,0,0
131,0.0018917287234216928,0.0018916031112894416,1.2561213225126266e-07,0.0,0.0,0,0
222,0.0009311712346971035,0.0009310498717240989,1.2136297300457954e-07,0.0,0.0,0,0
285,0.000825205584987998,0.0008251126273535192,9.295763447880745e-08,0.0,0.0,0,0
99,0.0011270531686022878,0.0011269659735262394,8.719507604837418e-08,0.0,0.0,0,0
521,0.0006613972363993526,0.00066132633946836,7.08969309926033e-08,0.0,0.0,0,0
107,0.0008712238050065935,0.0008711621630936861,6.164191290736198e-08,0.0,0.0,0,0
93,0.000957567011937499,0.0009575060103088617,6.100162863731384e-08,0.0,0.0,0,0
156,0.0008358930936083198,0.0008358322083950043,6.088521331548691e-08,0.0,0.0,0,0
115,0.0006556197768077254,0.0006555658765137196,5.390029400587082e-08,0.0,0.0,0,0
499,0.0005072796484455466,0.0005072274943813682,5.21540641784668e-08,0.0,0.0,0,0
367,0.0006156442686915398,0.0006156024755910039,4.17931005358696e-08,0.0,0.0,0,0
142,0.0010324015747755766,0.0010323658352717757,3.573950380086899e-08,0.0,0.0,0,0
202,0.0006803925498388708,0.0006803642027080059,2.8347130864858627e-08,0.0,0.0,0,0
189,0.001587787875905633,0.0015877669211477041,2.0954757928848267e-08,0.0,0.0,0,0
190,0.000882019056007266,0.0008820005459710956,1.8510036170482635e-08,0.0,0.0,0,0
98,0.0007827393710613251,0.0007827242370694876,1.5133991837501526e-08,0.0,0.0,0,0
544,0.0005121530266478658,0.0005121386493556201,1.437729224562645e-08,0.0,0.0,0,0
396,0.0005990351201035082,0.0005990684730932117,-3.3352989703416824e-08,0.0,0.0,0,0
141,0.0020449368748813868,0.0020449727308005095,-3.585591912269592e-08,0.0,0.0,0,0
74,0.0006190423737280071,0.000619084108620882,-4.173489287495613e-08,0.0,0.0,0,0
535,0.0005060594994574785,0.0005061016418039799,-4.21423465013504e-08,0.0,0.0,0,0
436,0.0006687315180897713,0.0006687748245894909,-4.330649971961975e-08,0.0,0.0,0,0
68,0.000915583863388747,0.0009156307205557823,-4.685716703534126e-08,0.0,0.0,0,0
144,0.0011713443091139197,0.0011714001884683967,-5.587935447692871e-08,0.0,0.0,0,0
553,0.000642605300527066,0.0006426642066799104,-5.8906152844429016e-08,0.0,0.0,0,0
282,0.0005114507512189448,0.0005115101812407374,-5.943002179265022e-08,0.0,0.0,0,0
113,0.0012671522563323379,0.0012672299053519964,-7.764901965856552e-08,0.0,-0.1,0,-1
164,0.0028381398878991604,0.00283821951597929,-7.962808012962341e-08,0.0,0.0,0,0
429,0.0005625522462651134,0.0005626440397463739,-9.17934812605381e-08,0.0,0.0,0,0
431,0.0007713729282841086,0.0007714648963883519,-9.19681042432785e-08,0.0,0.0,0,0
149,0.0016721299616619945,0.00167225138284266,-1.21421180665493e-07,0.0,0.0,0,0
33,0.0004232617502566427,0.00042338433559052646,-1.2258533388376236e-07,0.0,0.0,0,0
123,0.0008287223754450679,0.0008288483950309455,-1.2601958587765694e-07,0.0,0.0,0,0
60,0.001419954001903534,0.0014201044104993343,-1.5040859580039978e-07,0.0,0.0,0,0
555,0.00042995758121833205,0.0004301465523894876,-1.8897117115557194e-07,0.0,0.0,0,0
92,0.0010644803987815976,0.0010646863374859095,-2.059387043118477e-07,0.0,0.0,0,0
155,0.0010397440055385232,0.0010400034952908754,-2.594897523522377e-07,0.0,0.0,0,0
212,0.00042938601109199226,0.0004297236446291208,-3.376335371285677e-07,0.0,0.0,0,0
112,0.0015292256139218807,0.0015296190977096558,-3.9348378777503967e-07,0.0,0.0,0,0
533,0.00041569536551833153,0.0004162319819442928,-5.36616425961256e-07,0.0,0.0,0,0
552,0.0008794646128080785,0.0008800404029898345,-5.757901817560196e-07,0.0,0.0,0,0
168,0.0005397803615778685,0.0005405684933066368,-7.881317287683487e-07,0.0,0.0,0,0
185,0.0004746397025883198,0.00047575385542586446,-1.1141528375446796e-06,0.0,0.0,0,0
252,0.0006029509822838008,0.0006044036126695573,-1.4526303857564926e-06,0.0,0.0,0,0
550,0.0009768703021109104,0.0009791231714189053,-2.2528693079948425e-06,0.0,0.0,0,0
