pair,base_mse,best_mse,improve,dx,dy,qx,qy
268,0.0007304101600311697,0.0005546135362237692,0.00017579662380740047,-1.4,0.2,-14,2
500,0.001293387496843934,0.0011184376198798418,0.00017494987696409225,0.4,-0.2,4,-2
370,0.000557036604732275,0.00039116916013881564,0.00016586744459345937,0.8,-0.4,8,-4
158,0.0012586143566295505,0.0010964180110022426,0.0001621963456273079,1.8,-0.2,18,-2
103,0.0010046487441286445,0.0008440385572612286,0.0001606101868674159,-0.4,0.2,-4,2
434,0.0011142038274556398,0.0009611185523681343,0.00015308527508750558,0.3,-0.2,3,-2
307,0.00048601231537759304,0.0003343855496495962,0.00015162676572799683,0.0,-0.2,0,-2
426,0.0010412309784442186,0.0008937940001487732,0.00014743697829544544,0.2,0.1,2,1
152,0.0012029540957883,0.001058877562172711,0.00014407653361558914,-0.3,-0.1,-3,-1
510,0.000491337850689888,0.00035176915116608143,0.00013956869952380657,-1.7,0.2,-17,2
133,0.0010511355940252542,0.0009201449574902654,0.00013099063653498888,-0.1,0.2,-1,2
128,0.0025073648430407047,0.0023807892575860023,0.00012657558545470238,0.3,0.1,3,1
102,0.0007514773169532418,0.0006341719999909401,0.00011730531696230173,0.2,-0.2,2,-2
117,0.0011549314949661493,0.0010403967462480068,0.00011453474871814251,-0.4,0.1,-4,1
554,0.00047797750448808074,0.00036410283064469695,0.00011387467384338379,-0.7,0.0,-7,0
278,0.0004962712409906089,0.00038367853267118335,0.00011259270831942558,-1.0,-0.1,-10,-1
118,0.0008877819636836648,0.0007769552757963538,0.00011082668788731098,1.2,0.1,12,1
221,0.0011870458256453276,0.001079270150512457,0.00010777567513287067,-0.6,0.2,-6,2
425,0.0009525860659778118,0.0008491959306411445,0.0001033901353366673,0.2,0.0,2,0
63,0.0011003254912793636,0.000997062074020505,0.00010326341725885868,-0.1,0.0,-1,0
315,0.0005347232217900455,0.00043155805906280875,0.00010316516272723675,0.5,-0.1,5,-1
58,0.00048742786748334765,0.00038463465170934796,0.00010279321577399969,-0.7,-0.2,-7,-2
537,0.0007782154716551304,0.0006763109704479575,0.00010190450120717287,-2.1,-0.1,-21,-1
153,0.0018312509637326002,0.0017296872101724148,0.00010156375356018543,-0.4,-0.2,-4,-2
69,0.0025400444865226746,0.002443875651806593,9.616883471608162e-05,0.0,-0.1,0,-1
96,0.000813920923974365,0.0007207414018921554,9.317952208220959e-05,0.4,-0.2,4,-2
282,0.000604333879891783,0.000511954422108829,9.237945778295398e-05,0.2,-0.1,2,-1
367,0.0007192932534962893,0.0006318553350865841,8.743791840970516e-05,0.0,0.2,0,2
188,0.0008279182948172092,0.0007413944113068283,8.652388351038098e-05,-0.7,0.0,-7,0
396,0.0006679798243567348,0.0005824828986078501,8.549692574888468e-05,-0.4,0.2,-4,2
75,0.0011830676812678576,0.0010995216434821486,8.35460377857089e-05,0.0,-0.2,0,-2
420,0.0017041576793417335,0.0016224142163991928,8.174346294254065e-05,0.3,0.0,3,0
180,0.0008523756405338645,0.0007728432537987828,7.953238673508167e-05,-0.3,-0.1,-3,-1
275,0.001236491370946169,0.0011569809867069125,7.951038423925638e-05,0.7,-0.2,7,-2
301,0.00047175551299005747,0.00039247231325134635,7.928319973871112e-05,0.4,-0.1,4,-1
110,0.0011220906162634492,0.0010433627758175135,7.872784044593573e-05,0.0,0.1,0,1
511,0.0005346889374777675,0.00045600379235111177,7.86851451266557e-05,1.2,0.2,12,2
85,0.0008580020512454212,0.0007796237478032708,7.837830344215035e-05,0.0,-0.2,0,-2
277,0.0010243018623441458,0.0009464448085054755,7.785705383867025e-05,0.7,0.1,7,1
65,0.001032606465741992,0.0009558058227412403,7.680064300075173e-05,0.2,0.0,2,0
231,0.000492547987960279,0.0004172949702478945,7.525301771238446e-05,0.1,0.2,1,2
355,0.0005085280281491578,0.0004333611286710948,7.516689947806299e-05,-1.8,0.6,-18,6
309,0.0007984951371327043,0.0007257141987793148,7.27809383533895e-05,0.3,-0.1,3,-1
79,0.0005836766213178635,0.000511577760335058,7.209886098280549e-05,-0.2,-0.1,-2,-1
276,0.0009397701360285282,0.0008711302652955055,6.863987073302269e-05,-0.4,-0.1,-4,-1
271,0.0004437370807863772,0.00037633904139511287,6.739803939126432e-05,-0.9,0.5,-9,5
451,0.0005463366396725178,0.00047918985364958644,6.714678602293134e-05,0.1,0.0,1,0
418,0.0009176055900752544,0.0008510089246556163,6.659666541963816e-05,0.2,-0.1,2,-1
134,0.0019231336191296577,0.0018567678052932024,6.636581383645535e-05,0.1,0.2,1,2
148,0.0018649138510227203,0.0018000099807977676,6.49038702249527e-05,0.0,0.2,0,2
305,0.0007122598472051322,0.0006501554744318128,6.210437277331948e-05,0.2,0.0,2,0
435,0.0013000061735510826,0.0012383208377286792,6.168533582240343e-05,-1.2,-0.5,-12,-5
67,0.0015650603454560041,0.0015088568907231092,5.62034547328949e-05,-0.4,-0.2,-4,-2
120,0.0015570218674838543,0.0015008918708190322,5.61299966648221e-05,0.3,0.1,3,1
73,0.0009185100789181888,0.0008624607580713928,5.6049320846796036e-05,0.1,0.1,1,1
106,0.002153851557523012,0.0020978902466595173,5.596131086349487e-05,-0.1,0.2,-1,2
169,0.0009992108680307865,0.0009448194759897888,5.4391392040997744e-05,-0.4,0.2,-4,2
193,0.001317356713116169,0.0012633150909096003,5.404162220656872e-05,-0.4,0.2,-4,2
205,0.000946380605455488,0.0008926065056584775,5.377409979701042e-05,-0.1,0.2,-1,2
546,0.0005577146075665951,0.0005042096017859876,5.350500578060746e-05,0.8,-0.1,8,-1
172,0.0007439226610586047,0.0006916082929819822,5.2314368076622486e-05,0.1,0.0,1,0
78,0.0010682221036404371,0.0010186947183683515,4.952738527208567e-05,0.1,-0.1,1,-1
422,0.0008966145105659962,0.0008475856157019734,4.902889486402273e-05,0.1,-0.2,1,-2
165,0.0015579303726553917,0.0015105156926438212,4.7414680011570454e-05,0.4,-0.1,4,-1
126,0.0014181111473590136,0.001371540012769401,4.6571134589612484e-05,-0.1,0.0,-1,0
549,0.0006772977067157626,0.0006325153517536819,4.478235496208072e-05,-1.0,0.0,-10,0
538,0.0005077315727248788,0.00046309627941809595,4.463529330678284e-05,-2.5,0.2,-25,2
189,0.0016249421751126647,0.0015820546541363,4.288752097636461e-05,0.0,0.1,0,1
284,0.0006927334470674396,0.0006499260198324919,4.280742723494768e-05,0.3,0.2,3,2
530,0.00047799324966035783,0.000435653084423393,4.234016523696482e-05,0.0,-0.2,0,-2
173,0.0008203270845115185,0.0007781872409395874,4.2139843571931124e-05,0.1,0.1,1,1
86,0.0007591843022964895,0.00071904988726601,4.013441503047943e-05,0.1,-0.1,1,-1
423,0.0014861326199024916,0.0014462152030318975,3.9917416870594025e-05,0.1,0.0,1,0
61,0.0010067472467198968,0.0009678959613665938,3.8851285353302956e-05,0.4,0.0,4,0
300,0.00045640647294931114,0.00041762995533645153,3.877651761285961e-05,0.1,-0.1,1,-1
290,0.0007844343199394643,0.0007462399080395699,3.8194411899894476e-05,0.3,0.2,3,2
427,0.0006267130374908447,0.0005893033812753856,3.740965621545911e-05,0.1,0.0,1,0
124,0.0008800794603303075,0.0008432424510829151,3.6837009247392416e-05,-0.3,0.0,-3,0
308,0.0004962538951076567,0.0004609537427313626,3.5300152376294136e-05,0.2,-0.2,2,-2
125,0.0016841988544911146,0.0016506197862327099,3.357906825840473e-05,0.1,0.2,1,2
541,0.0005433784099295735,0.0005108113400638103,3.256706986576319e-05,-0.1,0.2,-1,2
496,0.00116541120223701,0.0011329682311043143,3.2442971132695675e-05,0.1,0.2,1,2
95,0.0009228399721905589,0.0008917503291741014,3.108964301645756e-05,0.1,-0.1,1,-1
371,0.00044799671741202474,0.0004171905748080462,3.0806142603978515e-05,0.1,-0.1,1,-1
286,0.0005025928257964551,0.0004718845011666417,3.070832462981343e-05,-0.3,-0.2,-3,-2
84,0.001098783453926444,0.0010692253708839417,2.9558083042502403e-05,-0.3,0.0,-3,0
186,0.0009897612035274506,0.0009611982386559248,2.8562964871525764e-05,0.2,0.2,2,2
163,0.0008457561489194632,0.0008174844551831484,2.8271693736314774e-05,-0.3,0.1,-3,1
385,0.0006083553889766335,0.0005801847437396646,2.8170645236968994e-05,0.2,0.1,2,1
119,0.0016064743977040052,0.0015783198177814484,2.8154579922556877e-05,0.2,0.1,2,1
203,0.001273276167921722,0.0012459936551749706,2.728251274675131e-05,-0.3,0.5,-3,5
201,0.0008772361325100064,0.0008505021687597036,2.673396375030279e-05,0.0,-0.1,0,-1
82,0.00048737291945144534,0.00046090499381534755,2.646792563609779e-05,1.5,-0.5,15,-5
183,0.00115318619646132,0.001127123716287315,2.606248017400503e-05,0.2,-0.2,2,-2
130,0.0025274152867496014,0.0025013680569827557,2.6047229766845703e-05,-0.1,0.1,-1,1
66,0.0009162493515759706,0.0008905574213713408,2.5691930204629898e-05,-0.2,-0.2,-2,-2
72,0.0004990450106561184,0.0004744517500512302,2.45932606048882e-05,-0.3,0.0,-3,0
216,0.0004583658592309803,0.00043422216549515724,2.4143693735823035e-05,-0.1,0.0,-1,0
121,0.0015355607029050589,0.0015114627312868834,2.4097971618175507e-05,0.1,0.1,1,1
445,0.000787752796895802,0.0007639929535798728,2.3759843315929174e-05,0.3,-0.1,3,-1
195,0.0009639720665290952,0.0009408525074832141,2.3119559045881033e-05,0.3,-0.7,3,-7
175,0.0008161658188328147,0.0007932487642392516,2.291705459356308e-05,-0.2,0.0,-2,0
108,0.0022011850960552692,0.0021786470897495747,2.253800630569458e-05,0.0,-0.1,0,-1
497,0.0008257849840447307,0.0008032852201722562,2.2499763872474432e-05,-0.4,-0.1,-4,-1
151,0.0010302719892933965,0.0010085490066558123,2.172298263758421e-05,0.0,-0.2,0,-2
543,0.0005319162155501544,0.0005102174472995102,2.1698768250644207e-05,-0.4,0.2,-4,2
145,0.0007136286585591733,0.0006920268060639501,2.1601852495223284e-05,-0.3,-0.3,-3,-3
174,0.000656044518109411,0.0006346094305627048,2.14350875467062e-05,-0.4,0.2,-4,2
487,0.00046258277143351734,0.00044178913231007755,2.079363912343979e-05,-0.1,0.1,-1,1
437,0.00047566485591232777,0.00045497677638195455,2.0688079530373216e-05,0.6,-0.1,6,-1
294,0.0005751524004153907,0.0005558792618103325,1.9273138605058193e-05,0.5,0.0,5,0
140,0.0004549739824142307,0.0004361261089798063,1.88478734344244e-05,0.1,-0.1,1,-1
139,0.0014818849740549922,0.0014633213868364692,1.8563587218523026e-05,0.1,-0.1,1,-1
450,0.0004562193062156439,0.00043832208029925823,1.789722591638565e-05,0.2,0.0,2,0
161,0.0007294570095837116,0.0007117210188880563,1.7735990695655346e-05,0.0,-0.1,0,-1
204,0.000813710386864841,0.0007973368046805263,1.6373582184314728e-05,0.3,-0.1,3,-1
154,0.0006188071565702558,0.000602517684455961,1.6289472114294767e-05,-0.4,0.1,-4,1
443,0.0005008256412111223,0.00048504312871955335,1.5782512491568923e-05,0.3,0.0,3,0
105,0.0021375371143221855,0.0021217791363596916,1.5757977962493896e-05,0.1,0.1,1,1
200,0.0013501213397830725,0.0013345172628760338,1.560407690703869e-05,0.2,0.2,2,2
115,0.0006727889995090663,0.0006572200800292194,1.5568919479846954e-05,0.0,0.1,0,1
196,0.0016083664959296584,0.0015929782530292869,1.538824290037155e-05,0.0,0.2,0,2
542,0.0004713154339697212,0.0004560526867862791,1.5262747183442116e-05,-0.3,0.0,-3,0
146,0.0006615101592615247,0.0006464589387178421,1.5051220543682575e-05,0.3,-0.1,3,-1
171,0.001583137083798647,0.001568719046190381,1.4418037608265877e-05,0.3,0.2,3,2
122,0.0009904587641358376,0.0009761626715771854,1.4296092558652163e-05,0.1,0.0,1,0
156,0.0008674985729157925,0.0008532799547538161,1.4218618161976337e-05,0.1,0.0,1,0
101,0.0018170274561271071,0.0018030524952337146,1.3974960893392563e-05,0.0,0.0,0,0
147,0.0013121238444000483,0.001298639108426869,1.348473597317934e-05,0.1,0.0,1,0
159,0.001886110519990325,0.0018746040295809507,1.1506490409374237e-05,0.0,-0.1,0,-1
170,0.0010223640128970146,0.0010110203875228763,1.1343625374138355e-05,0.1,0.1,1,1
157,0.0010256085079163313,0.0010147122666239738,1.0896241292357445e-05,0.1,0.1,1,1
187,0.0012685114052146673,0.0012577347224578261,1.0776682756841183e-05,0.0,0.1,0,1
166,0.001667907228693366,0.0016572398599237204,1.0667368769645691e-05,0.0,-0.1,0,-1
127,0.0015078147407621145,0.0014971814816817641,1.0633259080350399e-05,0.4,-0.2,4,-2
182,0.0007621207041665912,0.0007518375641666353,1.0283139999955893e-05,-0.1,0.1,-1,1
492,0.0006616660393774509,0.0006519209127873182,9.745126590132713e-06,0.1,-0.1,1,-1
517,0.0004507350386120379,0.0004411098489072174,9.625189704820514e-06,0.1,-0.2,1,-2
93,0.0009772272314876318,0.0009679783834144473,9.24884807318449e-06,0.0,0.1,0,1
292,0.0005197119317017496,0.0005106636672280729,9.048264473676682e-06,0.0,0.2,0,2
283,0.0005103261210024357,0.0005016169743612409,8.70914664119482e-06,0.3,-0.1,3,-1
535,0.0005190417869016528,0.0005104760639369488,8.565722964704037e-06,-0.1,0.2,-1,2
381,0.0005096569075249135,0.0005011645844206214,8.492323104292154e-06,0.1,0.1,1,1
501,0.0004450436681509018,0.00043657864443957806,8.465023711323738e-06,0.3,0.0,3,0
143,0.001175060635432601,0.0011669214582070708,8.139177225530148e-06,-0.1,0.0,-1,0
109,0.0007129599107429385,0.000705145241227001,7.814669515937567e-06,0.1,0.0,1,0
81,0.00044307298958301544,0.00043528073001652956,7.792259566485882e-06,-0.3,0.0,-3,0
526,0.0005121517460793257,0.0005044098943471909,7.741851732134819e-06,-0.5,0.0,-5,0
539,0.0004986721323803067,0.0004913454176858068,7.3267146944999695e-06,0.4,0.0,4,0
129,0.0013398341834545135,0.001332764863036573,7.069320417940617e-06,0.1,0.1,1,1
177,0.0015762592665851116,0.0015693074092268944,6.951857358217239e-06,0.1,-0.1,1,-1
138,0.001910294173285365,0.0019033923745155334,6.901798769831657e-06,-0.1,0.0,-1,0
162,0.0004705442697741091,0.0004638212267309427,6.723043043166399e-06,0.1,0.1,1,1
555,0.00044015911407768726,0.00043428922072052956,5.869893357157707e-06,0.1,0.0,1,0
408,0.00044610194163396955,0.000440310628619045,5.791313014924526e-06,0.1,0.0,1,0
285,0.000829247641377151,0.0008239801391027868,5.267502274364233e-06,-0.1,0.0,-1,0
167,0.0008208236540667713,0.0008155917748808861,5.231879185885191e-06,0.1,0.1,1,1
192,0.0016328624915331602,0.0016278894618153572,4.973029717803001e-06,0.0,-0.1,0,-1
551,0.0005730789271183312,0.000568222370930016,4.856556188315153e-06,0.0,0.1,0,1
150,0.002248547039926052,0.002244372619315982,4.174420610070229e-06,0.0,-0.1,0,-1
406,0.0009309543529525399,0.0009270968148484826,3.857538104057312e-06,0.1,0.2,1,2
181,0.0011628252686932683,0.0011590137146413326,3.8115540519356728e-06,0.2,-0.1,2,-1
155,0.0010686488822102547,0.0010652572382241488,3.391643986105919e-06,0.0,0.0,0,0
202,0.0007033386500552297,0.000700073956977576,3.2646930776536465e-06,-0.1,-0.1,-1,-1
520,0.00046833555097691715,0.0004652371571864933,3.09839379042387e-06,0.0,0.1,0,1
70,0.0013422424672171474,0.0013392881955951452,2.9542716220021248e-06,0.1,0.0,1,0
77,0.00048079248517751694,0.00047818184248171747,2.61064269579947e-06,0.1,0.1,1,1
111,0.0007865201914682984,0.0007841727929189801,2.3473985493183136e-06,-0.1,0.0,-1,0
131,0.0019024834036827087,0.001900247298181057,2.236105501651764e-06,0.0,0.0,0,0
178,0.0006568461540155113,0.0006546418881043792,2.2042659111320972e-06,0.1,0.1,1,1
160,0.0009326291037723422,0.000930610578507185,2.0185252651572227e-06,0.0,-0.1,0,-1
190,0.0008878259686753154,0.0008858600631356239,1.965905539691448e-06,0.0,0.1,0,1
142,0.0010406972141936421,0.0010388422524556518,1.8549617379903793e-06,-0.1,0.1,-1,1
441,0.0010657478123903275,0.001064016716554761,1.7310958355665207e-06,0.0,0.0,0,0
113,0.0012671522563323379,0.0012655347818508744,1.6174744814634323e-06,0.0,-0.1,0,-1
431,0.0009075189009308815,0.0009059055591933429,1.6133417375385761e-06,0.0,0.0,0,0
206,0.0011571820359677076,0.001155642792582512,1.5392433851957321e-06,0.0,-0.1,0,-1
545,0.0004908747505396605,0.0004893370205536485,1.537729986011982e-06,-0.2,-0.2,-2,-2
194,0.0009770930046215653,0.0009756232611835003,1.469743438065052e-06,0.0,-0.1,0,-1
135,0.0015659509226679802,0.001564715406857431,1.2355158105492592e-06,0.2,-0.1,2,-1
222,0.000964611186645925,0.0009633905137889087,1.220672857016325e-06,0.0,0.0,0,0
149,0.0016799019649624825,0.00167869683355093,1.2051314115524292e-06,0.0,0.0,0,0
439,0.000812740414403379,0.0008117184042930603,1.0220101103186607e-06,0.0,0.0,0,0
74,0.000625013723038137,0.000624118372797966,8.953502401709557e-07,0.0,0.0,0,0
60,0.0014233887195587158,0.001422730041667819,6.586778908967972e-07,-0.1,-0.1,-1,-1
368,0.00046061439206823707,0.0004600435495376587,5.708425305783749e-07,0.0,0.0,0,0
92,0.0010665958980098367,0.00106615771073848,4.3818727135658264e-07,0.0,0.0,0,0
552,0.0008869192097336054,0.0008864852134138346,4.33996319770813e-07,0.0,0.0,0,0
132,0.001237970544025302,0.0012375495862215757,4.209578037261963e-07,0.1,0.0,1,0
98,0.0008091788040474057,0.0008087749592959881,4.0384475141763687e-07,0.0,0.0,0,0
410,0.0005686018848791718,0.0005682302871719003,3.7159770727157593e-07,0.0,0.0,0,0
207,0.00044593107304535806,0.00044567009899765253,2.609740477055311e-07,0.0,-0.2,0,-2
548,0.0006716670468449593,0.0006714076735079288,2.5937333703041077e-07,0.0,0.0,0,0
144,0.0011885151034221053,0.0011883038096129894,2.112938091158867e-07,0.0,0.0,0,0
176,0.0005081288982182741,0.0005079304100945592,1.9848812371492386e-07,0.0,0.0,0,0
179,0.0012843389995396137,0.0012841717107221484,1.6728881746530533e-07,0.0,0.0,0,0
310,0.0010822389740496874,0.0010821132455021143,1.257285475730896e-07,0.0,0.0,0,0
499,0.0005126935429871082,0.0005125908646732569,1.026783138513565e-07,0.0,0.0,0,0
123,0.0008287223754450679,0.0008286486845463514,7.369089871644974e-08,0.0,0.0,0,0
90,0.0010998670477420092,0.001099797897040844,6.915070116519928e-08,0.0,0.0,0,0
198,0.001935092732310295,0.0019350701477378607,2.2584572434425354e-08,0.0,0.0,0,0
512,0.0004854889994021505,0.0004854839062318206,5.093170329928398e-09,0.0,0.0,0,0
433,0.0007568701985292137,0.0007569337030872703,-6.350455805659294e-08,0.0,0.0,0,0
429,0.0005653653061017394,0.0005655299173668027,-1.6461126506328583e-07,0.0,0.0,0,0
544,0.0005136511172167957,0.0005138439009897411,-1.9278377294540405e-07,0.0,0.0,0,0
553,0.0006964680505916476,0.0006966810906305909,-2.130400389432907e-07,0.0,0.0,0,0
68,0.0009191358694806695,0.0009193680598400533,-2.321903593838215e-07,0.0,0.0,0,0
421,0.0008881629328243434,0.0008884017588570714,-2.3882603272795677e-07,0.0,0.0,0,0
411,0.0004992698086425662,0.0004995116614736617,-2.418528310954571e-07,0.0,0.0,0,0
521,0.0006638512713834643,0.000664126593619585,-2.7532223612070084e-07,0.0,0.0,0,0
136,0.002296046819537878,0.0022965692915022373,-5.224719643592834e-07,0.1,0.0,1,0
141,0.002051606075838208,0.002052204217761755,-5.981419235467911e-07,0.0,0.0,0,0
252,0.0006029509822838008,0.0006035860860720277,-6.351037882268429e-07,0.0,0.0,0,0
184,0.0011318761389702559,0.0011325405212119222,-6.64382241666317e-07,0.0,0.0,0,0
185,0.0004746397025883198,0.00047533909673802555,-6.993941497057676e-07,0.0,0.0,0,0
112,0.0015292256139218807,0.0015301000094041228,-8.743954822421074e-07,0.0,0.0,0,0
199,0.0007715375977568328,0.0007725126342847943,-9.750365279614925e-07,0.0,0.0,0,0
289,0.0009008198976516724,0.0009025376057252288,-1.7177080735564232e-06,0.0,0.0,0,0
164,0.0028514114674180746,0.0028533111326396465,-1.8996652215719223e-06,0.0,0.0,0,0
168,0.0005397803615778685,0.0005417020875029266,-1.9217259250581264e-06,0.0,0.0,0,0
550,0.0009768703021109104,0.0009788658935576677,-1.9955914467573166e-06,0.0,0.0,0,0
