pair,qx,qy,model_improve,actual_improve
61,4,1,3.364623989909887e-05,1.9376049749553204e-05
151,0,-2,2.6073423214256763e-05,1.9072205759584904e-05
140,1,-1,1.8853606889024377e-05,1.87391706276685e-05
304,3,0,0.00010028213728219271,1.800432801246643e-05
108,0,-2,2.738158218562603e-05,1.790025271475315e-05
427,1,0,1.8330290913581848e-05,1.7079757526516914e-05
119,1,1,1.2539676390588284e-05,1.6878824681043625e-05
450,2,0,1.566653372719884e-05,1.6728590708225965e-05
161,0,-1,1.7770216800272465e-05,1.63146760314703e-05
134,0,2,2.5736750103533268e-05,1.6252510249614716e-05
309,4,-2,2.926087472587824e-05,1.5694706235080957e-05
381,1,1,8.029164746403694e-06,1.5037425328046083e-05
315,4,-2,2.4930282961577177e-05,1.4216842828318477e-05
145,-3,-3,2.1601328626275063e-05,1.4029617886990309e-05
547,-28,1,1.5502097085118294e-05,1.3129698345437646e-05
501,3,0,8.654693374410272e-06,1.2547068763524294e-05
508,3,1,1.273208181373775e-05,1.2457079719752073e-05
422,1,-1,1.8615624867379665e-05,1.20517797768116e-05
177,1,-1,1.2414413504302502e-05,1.1877855286002159e-05
301,4,1,2.2993190214037895e-05,1.1441734386608005e-05
423,0,1,3.2989773899316788e-06,1.106318086385727e-05
203,-3,-1,1.2447475455701351e-05,1.0052695870399475e-05
105,2,-1,2.5125686079263687e-05,9.713228791952133e-06
408,1,0,5.721754860132933e-06,9.48159140534699e-06
497,-2,1,2.0947307348251343e-05,9.46270301938057e-06
420,3,1,2.8917565941810608e-05,9.314040653407574e-06
289,1,0,8.284288924187422e-06,9.288312867283821e-06
425,4,-2,5.668750964105129e-05,8.909148164093494e-06
445,2,-1,6.848655175417662e-06,8.09860648587346e-06
109,1,0,8.034228812903166e-06,7.764785550534725e-06
117,-3,0,2.7913483791053295e-05,7.751514203846455e-06
127,4,-2,1.0299962013959885e-05,7.1908580139279366e-06
487,-1,1,2.075431984849274e-05,6.968533853068948e-06
286,-4,-2,7.416732842102647e-06,6.272690370678902e-06
73,0,2,2.4712644517421722e-05,6.250804290175438e-06
492,1,-1,6.818852853029966e-06,5.99684426560998e-06
178,1,0,3.528373781591654e-06,5.8141304180026054e-06
539,4,0,8.083239663392305e-06,5.501089617609978e-06
204,3,-1,1.6283243894577026e-05,5.400623194873333e-06
194,0,-1,1.608103048056364e-06,5.144218448549509e-06
275,7,2,4.426436498761177e-05,4.736590199172497e-06
290,3,2,3.7966237869113684e-05,4.255562089383602e-06
179,-1,0,4.104338586330414e-06,4.1496241465210915e-06
122,1,0,1.442362554371357e-05,4.001776687800884e-06
206,0,-1,4.903879016637802e-06,3.8549769669771194e-06
103,-2,2,5.1238806918263435e-05,3.4075346775352955e-06
443,1,0,4.615867510437965e-06,3.297114744782448e-06
166,0,-1,4.8710498958826065e-06,3.295252099633217e-06
517,1,-2,9.488430805504322e-06,2.969434717670083e-06
200,2,2,1.561851240694523e-05,2.6744091883301735e-06
66,-2,-2,1.0691117495298386e-05,1.1985539458692074e-06
172,1,0,5.0701433792710304e-05,1.0294606909155846e-06
62,-1,0,1.5366007573902607e-05,9.427312761545181e-07
136,1,0,4.221685230731964e-06,6.55418261885643e-07
162,1,1,6.863672751933336e-06,6.126938387751579e-07
187,0,1,1.077563501894474e-05,1.5099067240953445e-07
111,-1,0,3.439956344664097e-06,4.46452759206295e-08
113,0,-1,-7.764901965856552e-08,0.0
138,-1,0,6.366753950715065e-07,-7.520429790019989e-07
205,-1,2,5.372200394049287e-05,-1.2908712960779667e-06
283,3,-1,9.561772458255291e-06,-1.429521944373846e-06
128,1,1,9.123701602220535e-06,-1.6784761101007462e-06
139,1,-1,1.0900665074586868e-05,-1.9995495676994324e-06
426,2,2,4.3235195335000753e-05,-2.323184162378311e-06
439,0,-2,3.081338945776224e-06,-2.4774926714599133e-06
124,-3,0,1.8409686163067818e-05,-2.569984644651413e-06
308,2,1,1.9965285900980234e-05,-3.270193701609969e-06
137,2,0,6.401119753718376e-05,-3.6996789276599884e-06
305,2,-1,1.4540681149810553e-05,-4.451838321983814e-06
441,-1,0,1.6649719327688217e-06,-5.074427463114262e-06
147,1,-1,5.939509719610214e-07,-5.3461408242583275e-06
160,0,-1,8.064962457865477e-06,-5.8862497098743916e-06
77,0,-2,6.35441392660141e-06,-9.787327144294977e-06
121,1,1,1.9786297343671322e-05,-9.9879689514637e-06
542,-3,0,1.517511554993689e-05,-1.1652475222945213e-05
442,-14,-1,2.7824222343042493e-05,-1.1970172636210918e-05
157,1,1,1.217029057443142e-05,-1.2729200534522533e-05
167,1,1,5.174370016902685e-06,-1.2937583960592747e-05
404,2,-1,1.649063779041171e-05,-1.3625132851302624e-05
182,-1,1,1.049175625666976e-05,-1.5700759831815958e-05
171,3,2,4.585832357406616e-06,-1.611141487956047e-05
410,1,0,4.400615580379963e-06,-1.644075382500887e-05
170,1,1,2.112938091158867e-06,-1.6690115444362164e-05
284,3,2,4.2802595999091864e-05,-2.1520943846553564e-05
159,1,-1,2.287793904542923e-06,-2.388434950262308e-05
70,1,0,5.699694156646729e-07,-2.4300767108798027e-05
116,1,1,1.1986936442553997e-05,-2.5072775315493345e-05
192,0,-1,3.543449565768242e-06,-2.5501823984086514e-05
150,-1,-1,1.4846911653876305e-05,-2.95368954539299e-05
333,-26,0,0.00026863423408940434,-2.972071524709463e-05
276,-5,0,6.43415842205286e-05,-3.178277984261513e-05
292,0,2,9.298091754317284e-06,-3.30123002640903e-05
496,1,2,3.2543553970754147e-05,-3.5929144360125065e-05
126,0,2,2.0420411601662636e-06,-3.896956332027912e-05
545,-2,-2,2.9297370929270983e-06,-4.1122082620859146e-05
143,1,0,7.000169716775417e-06,-4.298146814107895e-05
165,4,-1,4.2484491132199764e-05,-4.3267617002129555e-05
520,2,-1,1.6647099982947111e-06,-4.535928019322455e-05
537,-21,-1,0.0001012632274068892,-4.861393244937062e-05
183,2,-2,2.4692504666745663e-05,-4.926451947540045e-05
510,-15,0,6.50458678137511e-05,-4.975160118192434e-05
530,-1,-2,1.124601112678647e-05,-5.081412382423878e-05
181,2,-1,3.8529979065060616e-06,-5.307258106768131e-05
435,3,-1,5.262193735688925e-05,-5.383498501032591e-05
418,1,1,8.529808837920427e-06,-5.394063191488385e-05
180,-3,-1,5.277240416035056e-05,-5.6656659580767155e-05
538,-25,2,2.8400798328220844e-05,-5.678681191056967e-05
437,6,-1,2.3347936803475022e-05,-5.690316902473569e-05
79,-3,-1,1.4054356142878532e-05,-5.695130676031113e-05
154,1,2,1.857522875070572e-06,-5.955935921519995e-05
295,-2,0,2.2098596673458815e-05,-5.986809264868498e-05
406,1,2,7.462163921445608e-06,-6.300566019490361e-05
78,0,-2,4.74939588457346e-06,-6.378383841365576e-05
146,3,-1,1.3647601008415222e-05,-6.445316830649972e-05
153,-4,-2,4.5404303818941116e-05,-7.032149005681276e-05
72,-4,-1,2.5476387236267328e-05,-7.06362770870328e-05
129,1,-1,1.2211152352392673e-05,-8.113705553114414e-05
546,4,1,3.8492726162076e-06,-8.229666855186224e-05
186,2,2,2.810155274346471e-05,-9.20337624847889e-05
148,0,2,6.479164585471153e-05,-0.00010055687744170427
196,0,2,1.570803578943014e-05,-0.00010357203427702188
106,-1,2,6.968225352466106e-05,-0.00010517379269003868
526,3,-1,7.249356713145971e-06,-0.00010886869858950377
81,-3,0,4.049972631037235e-06,-0.00012656778562813997
69,1,-1,3.1515955924987793e-06,-0.00012768618762493134
280,-3,-1,1.703016459941864e-05,-0.00012939923908561468
67,-4,-2,3.205088432878256e-05,-0.0001421163324266672
549,-10,0,4.264956805855036e-05,-0.00016327667981386185
102,4,-2,6.14448799751699e-05,-0.00016430031973868608
551,5,0,1.0950199794024229e-05,-0.00018475536489859223
543,-4,2,1.991755561903119e-05,-0.0002695266739465296
511,12,2,6.478442810475826e-05,-0.00027658516773954034
163,-4,1,7.435854058712721e-06,-0.0002861087559722364
541,-2,2,5.122856236994267e-07,-0.00036806269781664014
430,4,-1,3.2916548661887646e-05,-0.0004397201118990779
434,4,-2,2.542469883337617e-05,-0.00044063455425202847
271,-9,5,6.704224506393075e-05,-0.0005616322159767151
355,-18,6,7.240660488605499e-05,-0.000570531701669097
82,15,-5,2.4333130568265915e-05,-0.0010052846046164632
