pair,base_mse,best_mse,improve,dx,dy,qx,qy
31,0.00010032195132225752,8.371719559363555e-06,9.195023176289396e-05,-0.3,0.2,-3,2
96,0.000813920923974365,0.0007227118476293981,9.120907634496689e-05,0.4,-0.2,4,-2
459,0.00014153571100905538,5.157547275302932e-05,8.996023825602606e-05,0.3,-0.1,3,-1
237,0.00022515474120154977,0.00013553680037148297,8.96179408300668e-05,-2.0,0.5,-20,5
343,0.00036885158624500036,0.00028023889171890914,8.861269452609122e-05,-2.1,0.2,-21,2
367,0.0007192932534962893,0.0006308691808953881,8.842407260090113e-05,0.0,0.2,0,2
345,0.00043101340997964144,0.00034315240918658674,8.78610007930547e-05,-0.7,0.0,-7,0
326,0.00043547037057578564,0.0003482260217424482,8.724434883333743e-05,0.7,-0.1,7,-1
188,0.0008279182948172092,0.0007410472608171403,8.68710340000689e-05,-0.7,0.0,-7,0
396,0.0006679798243567348,0.0005827104905620217,8.526933379471302e-05,-0.4,0.2,-4,2
470,0.00011769329285016283,3.334354187245481e-05,8.434975097770803e-05,-1.7,0.1,-17,1
228,0.000342128420015797,0.00025845071650110185,8.367770351469517e-05,0.4,0.2,4,2
75,0.0011830676812678576,0.001099626300856471,8.344138041138649e-05,0.0,-0.2,0,-2
420,0.0017041576793417335,0.0016217930242419243,8.236465509980917e-05,0.3,0.0,3,0
301,0.00047175551299005747,0.0003919533337466419,7.98021792434156e-05,0.4,-0.1,4,-1
275,0.001236491370946169,0.001156815211288631,7.967615965753794e-05,0.7,-0.2,7,-2
180,0.0008523756405338645,0.000773195642977953,7.917999755591154e-05,-0.3,-0.1,-3,-1
267,0.00021785787248518318,0.00013880632468499243,7.905154780019075e-05,-0.5,0.0,-5,0
511,0.0005346889374777675,0.0004558117943815887,7.887714309617877e-05,1.2,0.2,12,2
85,0.0008580020512454212,0.0007795736892148852,7.842836203053594e-05,0.0,-0.2,0,-2
110,0.0011220906162634492,0.0010437298333272338,7.83607829362154e-05,0.0,0.1,0,1
277,0.0010243018623441458,0.0009459441062062979,7.83577561378479e-05,0.7,0.1,7,1
65,0.001032606465741992,0.0009551728144288063,7.743365131318569e-05,0.2,0.0,2,0
57,0.00032051457674242556,0.0002447929000481963,7.572167669422925e-05,-1.6,-0.2,-16,-2
522,0.00042537617264315486,0.00034984861849807203,7.552755414508283e-05,-2.5,0.5,-25,5
231,0.000492547987960279,0.00041709651122801006,7.545147673226893e-05,0.1,0.2,1,2
355,0.0005085280281491578,0.00043337405077181756,7.51539773773402e-05,-1.8,0.6,-18,6
79,0.0005836766213178635,0.00050976756028831,7.390906102955341e-05,-0.2,-0.1,-2,-1
